0x00100008 0x00100218 _start
0x001ccf10 0x001ccf40 AD_GameGpDel
0x001ccf40 0x001ccf70 AD_GameGpUp
0x001ccf70 0x001ccfb8 AD_SystemGpUp
0x001ccfc0 0x001cd0b8 AD_SystemGpAllMake
0x001cd0c0 0x001cd188 AD_GameInit
0x001cd190 0x001cd358 AD_AdvPartStartProc
0x001cd360 0x001cd49c AD_ADInit
0x001cd4a0 0x001cd59c AD_ADVSystemInit
0x001cd5a0 0x001cd694 AD_ReadTxtSpeedProc
0x001cd6a0 0x001cd760 AD_AutoTimeGet
0x001cd760 0x001cd7c0 AD_ReadModeCheck
0x001cd7c0 0x001cd860 AD_ReadModeStop
0x001cd860 0x001cdccc AD_ReadModeTran
0x001cdcd0 0x001cdce0 AD_ReadModeTranCut
0x001cdce0 0x001ce094 AD_ReadModeProc
0x001ce0a0 0x001ce240 AD_BReadLoadProc
0x001ce240 0x001ce39c AD_BReadInsert
0x001ce3d0 0x001ce5c8 AD_BReadWrite
0x001ce5d0 0x001ceb9c AD_BReadSearch
0x001ceba0 0x001ceccc AD_BReadCheck
0x001cecd0 0x001ceddc AD_BReadInit
0x001cede0 0x001cef08 AD_TextNumCounty
0x001cef10 0x001cf0d4 AD_TextNumCountx
0x001cf0e0 0x001cf2e0 AD_TextNumCount
0x001cf2e0 0x001cf578 AD_DistributeColumnEffMake
0x001cf580 0x001cf808 AD_DistributeTran
0x001cf810 0x001cfad0 AD_DistributeProc
0x001cfad0 0x001cfadc AD_DistributeEndEffMake
0x001cfae0 0x001cfaec AD_DistributetStEffMake
0x001cfaf0 0x001cfb68 AD_DistributeEnd2
0x001cfb70 0x001cfc1c AD_DistributeEnd
0x001cfc20 0x001cfc84 AD_DistributeStart
0x001cfc90 0x001cfca0 AD_DistributePointSet
0x001cfca0 0x001d0464 AD_ResultColumnTran
0x001d0470 0x001d06cc AD_ResultTran
0x001d06d0 0x001d06d8 AD_AD_ResultTxtProc
0x001d06e0 0x001d06e8 AD_ResultScrirptSet
0x001d06f0 0x001d0768 AD_ResultTxtSet
0x001d0770 0x001d0778 AD_ResultTxtClear
0x001d0780 0x001d0864 AD_ResultDataSet
0x001d0870 0x001d0a30 AD_ResultFlagChack
0x001d0a30 0x001d0a64 AD_ResultProc
0x001d0a70 0x001d0a7c AD_ResultEndEffMake
0x001d0a80 0x001d0a8c AD_ResultStEffMake
0x001d0a90 0x001d0ae4 AD_ResultEnd
0x001d0af0 0x001d0b44 AD_ResultStart
0x001d0b50 0x001d0c40 AD_ResultInit
0x001d0c40 0x001d0ccc AD_RewindLoad
0x001d0cd0 0x001d0dc4 AD_RewindSave
0x001d0dd0 0x001d0e20 AD_SubLoadProc
0x001d10e0 0x001d1124 AD_SubSaveProc
0x001d1130 0x001d1198 AD_BasicMcProc
0x001d11a0 0x001d11c4 AD_SystemMcProc
0x001d11d0 0x001d11f4 AD_LoadMcProc
0x001d1200 0x001d1224 AD_SaveMcProc
0x001d1230 0x001d1254 AD_InitMcProc
0x001d1260 0x001d1388 AD_AdvSystemLoadProc
0x001d1390 0x001d1454 AD_AdvSystemSaveProc
0x001d1460 0x001d17a0 AD_AdvLoadAfterProc
0x001d18c0 0x001d18e8 AD_AdvLoadBattleProc
0x001d18f0 0x001d1a64 AD_AdvLoadMapProc
0x001d1a70 0x001d1ca8 AD_AdvLoadProc
0x001d1ed0 0x001d1f20 AD_AdvLoadBeforeProc
0x001d1f20 0x001d1fa4 AD_AdvSaveEachProc
0x001d1fb0 0x001d1fd8 AD_AdvSaveBattleProc
0x001d1fe0 0x001d2154 AD_AdvSaveMapProc
0x001d2160 0x001d2410 AD_AdvSaveProc
0x001d2460 0x001d24fc AD_SaveInit
0x001d2500 0x001d2530 AD_AllSndAtOnceProc
0x001d2530 0x001d253c AD_VoiceCancel
0x001d2540 0x001d25b0 AD_VOICEProc
0x001d25b0 0x001d2658 AD_VOICEPlay
0x001d2660 0x001d2724 AD_LoopSEAtOnceProc
0x001d2730 0x001d280c AD_LoopSEProc
0x001d2810 0x001d2904 AD_LoopSEStop
0x001d2910 0x001d2948 AD_LoopSEPause
0x001d2950 0x001d29cc AD_LoopSERePlay
0x001d29d0 0x001d2a50 AD_LoopSEPlay
0x001d2a50 0x001d2b24 AD_SEAtOnceProc
0x001d2b30 0x001d2c2c AD_SEProc
0x001d2c30 0x001d2cd0 AD_SEReserveStop
0x001d2cd0 0x001d2da0 AD_SEReservePlay
0x001d2da0 0x001d2e54 AD_SEPlay
0x001d2e60 0x001d2e88 AD_SEPlay
0x001d2e90 0x001d2ef8 AD_BGMAtOnceProc
0x001d2f00 0x001d2f80 AD_BGMProc
0x001d2f80 0x001d2f8c AD_BGMCheck
0x001d2f90 0x001d2fd8 AD_BGMRestart
0x001d2fe0 0x001d3000 AD_BGMPause
0x001d3000 0x001d303c AD_BGMStop
0x001d3040 0x001d3050 AD_BGMPlayRecord
0x001d3050 0x001d308c AD_BGMPlay
0x001d3090 0x001d3178 AD_SoundWaitTimeGet
0x001d3180 0x001d320c AD_SoundInit
0x001d3210 0x001d53c8 AD_AdvSubProc
0x001d53d0 0x001d53e0 AD_TimeOverReset
0x001d53e0 0x001d541c AD_TimeBackNum
0x001d5420 0x001d5484 AD_TimeLimitSet
0x001d5490 0x001d54bc AD_StartTimeSet
0x001d54c0 0x001d62a4 adv_title
0x001d62b0 0x001d6464 AD_TitleOseTran
0x001d6470 0x001d6528 AD_TitleCTran
0x001d6530 0x001d65e4 AD_TitleLogoTran
0x001d65f0 0x001d65f8 AD_TitleLogoEffMake
0x001d6600 0x001d6638 AD_TitleInit
0x001d6640 0x001d9024 adv_main
